At_chr	At_start	At_end	Dt_chr	Dt_start	Dt_end	At_seqLen	Dt_seqLen
HC04_A05	5000000	6000000	HC04_D05	5000000	6000000	249028	248029
HC04_A05	5000000	6000000	HC04_D10	66000000	67000000	5041	5104
HC04_A05	6000000	7000000	HC04_D05	5000000	6000000	723362	699496
HC04_A05	6000000	7000000	HC04_D05	6000000	7000000	203036	207722
HC04_A05	7000000	8000000	HC04_D05	6000000	7000000	692458	700098
HC04_A05	7000000	8000000	HC04_D05	7000000	8000000	95794	84480
HC04_A05	7000000	8000000	HC04_D08	7000000	8000000	17925	19806
HC04_A05	8000000	9000000	HC04_D05	7000000	8000000	798603	776124
HC04_A05	9000000	10000000	HC04_D05	7000000	8000000	65801	71048
HC04_A05	9000000	10000000	HC04_D05	8000000	9000000	809227	838603
HC04_A05	9000000	10000000	HC04_D06	7000000	8000000	5799	5797
HC04_A05	9000000	10000000	HC04_D08	18000000	19000000	5237	5179
HC04_A05	97000000	98000000	HC04_D04	46000000	47000000	16516	19961
HC04_A05	98000000	99000000	HC04_D04	48000000	49000000	38224	34911
HC04_A05	98000000	99000000	HC04_D04	51000000	52000000	8746	8646
HC04_A05	98000000	99000000	HC04_D05	30000000	31000000	16020	10158
HC04_A05	98000000	99000000	HC04_D05	62000000	63000000	8746	8643
HC04_A05	98000000	99000000	HC04_D07	12000000	13000000	9237	11327
HC04_A05	98000000	99000000	HC04_D08	69000000	70000000	8746	8561
HC04_A05	98000000	99000000	HC04_D09	26000000	27000000	8746	11784
HC04_A05	98000000	99000000	HC04_D11	56000000	57000000	9103	9873
HC04_A05	98000000	99000000	HC04_D12	50000000	51000000	9278	14043
HC04_A05	98000000	99000000	HC04_D12	51000000	52000000	9278	14043
HC04_A05	98000000	99000000	HC04_D13	59000000	60000000	8747	8819
HC04_A05	98000000	99000000	HC04_D13	61000000	62000000	8747	8828
HC04_A05	99000000	100000000	HC04_D04	48000000	49000000	594117	557049
HC04_A06	0	1000000	HC04_D06	0	1000000	827861	852199
HC04_A06	0	1000000	HC04_D06	1000000	2000000	244360	249041
HC04_A06	1000000	2000000	HC04_D06	1000000	2000000	625492	637362
HC04_A06	1000000	2000000	HC04_D06	2000000	3000000	44379	42213
HC04_A06	1000000	2000000	HC04_D09	1000000	2000000	7763	10785
HC04_A06	10000000	11000000	HC04_D01	35000000	36000000	9345	10203
HC04_A06	10000000	11000000	HC04_D06	9000000	10000000	445926	456899
HC04_A06	10000000	11000000	HC04_D08	64000000	65000000	16267	16821
HC04_A06	100000000	101000000	HC04_D01	37000000	38000000	11366	11263
HC04_A06	100000000	101000000	HC04_D06	48000000	49000000	73457	69813
HC04_A06	100000000	101000000	HC04_D06	49000000	50000000	98504	96932
HC04_A06	100000000	101000000	HC04_D06	50000000	51000000	70071	58108
HC04_A06	101000000	102000000	HC04_D05	30000000	31000000	9609	5926
HC04_A06	101000000	102000000	HC04_D06	49000000	50000000	209648	185674
HC04_A06	102000000	103000000	HC04_D06	49000000	50000000	283602	300570
HC04_A06	103000000	104000000	HC04_D06	48000000	49000000	39387	31277
HC04_A06	103000000	104000000	HC04_D06	49000000	50000000	59451	41359
HC04_A06	103000000	104000000	HC04_D06	50000000	51000000	194114	166687
HC04_A06	104000000	105000000	HC04_D06	50000000	51000000	453950	398057
HC04_A06	104000000	105000000	HC04_D06	51000000	52000000	15725	13765
HC04_A06	105000000	106000000	HC04_D01	55000000	56000000	24266	22282
HC04_A06	105000000	106000000	HC04_D06	51000000	52000000	242989	275531
HC04_A06	106000000	107000000	HC04_D06	51000000	52000000	107359	129726
HC04_A06	107000000	108000000	HC04_D01	35000000	36000000	11709	22593
HC04_A06	107000000	108000000	HC04_D06	38000000	39000000	6421	8661
HC04_A06	107000000	108000000	HC04_D06	51000000	52000000	175911	171463
HC04_A06	107000000	108000000	HC04_D06	52000000	53000000	211637	220357
HC04_A06	108000000	109000000	HC04_D03	11000000	12000000	23698	22726
HC04_A06	108000000	109000000	HC04_D03	12000000	13000000	23698	22726
HC04_A06	108000000	109000000	HC04_D06	25000000	26000000	23411	22501
HC04_A06	108000000	109000000	HC04_D06	52000000	53000000	340774	377362
HC04_A06	108000000	109000000	HC04_D10	2000000	3000000	10599	8505
HC04_A06	109000000	110000000	HC04_D06	52000000	53000000	126409	116510
HC04_A06	109000000	110000000	HC04_D07	20000000	21000000	20814	13220
HC04_A06	11000000	12000000	HC04_D06	10000000	11000000	437442	415859
HC04_A06	11000000	12000000	HC04_D06	9000000	10000000	70858	65935
HC04_A06	111000000	112000000	HC04_D06	55000000	56000000	56320	50197
HC04_A06	112000000	113000000	HC04_D01	2000000	3000000	9907	10473
HC04_A06	112000000	113000000	HC04_D06	55000000	56000000	452316	420916
HC04_A06	112000000	113000000	HC04_D08	34000000	35000000	13213	12474
HC04_A06	119000000	120000000	HC04_D03	10000000	11000000	5892	5890
HC04_A06	119000000	120000000	HC04_D03	11000000	12000000	5896	6629
HC04_A06	119000000	120000000	HC04_D03	13000000	14000000	6865	6862
HC04_A06	119000000	120000000	HC04_D05	21000000	22000000	5896	6626
HC04_A06	119000000	120000000	HC04_D05	7000000	8000000	6865	6874
HC04_A06	119000000	120000000	HC04_D06	59000000	60000000	319901	292634
HC04_A06	119000000	120000000	HC04_D08	15000000	16000000	5896	6645
HC04_A06	119000000	120000000	HC04_D08	16000000	17000000	5896	6638
HC04_A06	119000000	120000000	HC04_D08	18000000	19000000	5178	5203
HC04_A06	119000000	120000000	HC04_D09	38000000	39000000	5892	5896
HC04_A06	119000000	120000000	HC04_D10	25000000	26000000	5947	6498
HC04_A06	119000000	120000000	HC04_D11	46000000	47000000	12979	18782
HC04_A06	119000000	120000000	HC04_D12	41000000	42000000	5650	5820
HC04_A06	119000000	120000000	HC04_D12	6000000	7000000	6594	6711
HC04_A06	12000000	13000000	HC04_D06	10000000	11000000	301705	261721
HC04_A06	12000000	13000000	HC04_D06	11000000	12000000	132201	129853
HC04_A06	120000000	121000000	HC04_D02	50000000	51000000	22609	28170
HC04_A06	120000000	121000000	HC04_D06	59000000	60000000	251050	233269
HC04_A06	120000000	121000000	HC04_D06	60000000	61000000	278115	269659
HC04_A06	121000000	122000000	HC04_D06	60000000	61000000	473279	468012
HC04_A06	121000000	122000000	HC04_D06	61000000	62000000	165223	148265
HC04_A06	121000000	122000000	HC04_D06	62000000	63000000	15128	17214
HC04_A06	123000000	124000000	HC04_D06	61000000	62000000	40835	46898
HC04_A06	123000000	124000000	HC04_D06	62000000	63000000	612800	602457
HC04_A06	124000000	125000000	HC04_D04	50000000	51000000	15542	16280
HC04_A06	124000000	125000000	HC04_D05	19000000	20000000	10544	8475
HC04_A06	124000000	125000000	HC04_D06	62000000	63000000	329923	311893
HC04_A06	124000000	125000000	HC04_D06	63000000	64000000	556366	532134
HC04_A06	125000000	126000000	HC04_D02	5000000	6000000	7973	5594
HC04_A06	125000000	126000000	HC04_D03	10000000	11000000	8002	8014
HC04_A06	125000000	126000000	HC04_D03	11000000	12000000	6542	7290
HC04_A06	125000000	126000000	HC04_D03	13000000	14000000	8848	9037
HC04_A06	125000000	126000000	HC04_D04	50000000	51000000	7289	7357
HC04_A06	125000000	126000000	HC04_D05	21000000	22000000	5936	6679
HC04_A06	125000000	126000000	HC04_D05	7000000	8000000	8848	9052
HC04_A06	125000000	126000000	HC04_D06	59000000	60000000	8885	14371
HC04_A06	125000000	126000000	HC04_D06	63000000	64000000	156499	183848
HC04_A06	125000000	126000000	HC04_D06	64000000	65000000	718528	718128
HC04_A06	125000000	126000000	HC04_D08	15000000	16000000	8010	8773
HC04_A06	125000000	126000000	HC04_D08	16000000	17000000	5936	6691
HC04_A06	125000000	126000000	HC04_D09	38000000	39000000	7996	8013
HC04_A06	125000000	126000000	HC04_D12	41000000	42000000	7973	7588
HC04_A06	126000000	127000000	HC04_D06	2000000	3000000	7712	5793
HC04_A06	126000000	127000000	HC04_D06	64000000	65000000	225746	199251
HC04_A06	126000000	127000000	HC04_D06	65000000	66000000	494926	511094
HC04_A06	127000000	128000000	HC04_D06	65000000	66000000	294572	326681
HC04_A06	127000000	128000000	HC04_D08	18000000	19000000	5189	5167
HC04_A06	13000000	14000000	HC04_D06	11000000	12000000	405077	370333
HC04_A06	14000000	15000000	HC04_D06	11000000	12000000	117000	94194
HC04_A06	14000000	15000000	HC04_D06	12000000	13000000	196628	176792
HC04_A06	14000000	15000000	HC04_D06	22000000	23000000	17655	22285
HC04_A06	15000000	16000000	HC04_D06	12000000	13000000	441771	401113
HC04_A06	15000000	16000000	HC04_D06	13000000	14000000	22624	22601
HC04_A06	16000000	17000000	HC04_D06	13000000	14000000	218933	214665
HC04_A06	16000000	17000000	HC04_D06	14000000	15000000	153528	125406
HC04_A06	17000000	18000000	HC04_D06	12000000	13000000	36310	51032
HC04_A06	17000000	18000000	HC04_D06	13000000	14000000	365566	360311
HC04_A06	17000000	18000000	HC04_D06	14000000	15000000	124534	139497
HC04_A06	18000000	19000000	HC04_D06	14000000	15000000	194219	183322
HC04_A06	19000000	20000000	HC04_D06	14000000	15000000	183740	175745
HC04_A06	19000000	20000000	HC04_D06	15000000	16000000	39045	26828
HC04_A06	19000000	20000000	HC04_D08	12000000	13000000	20277	7940
HC04_A06	2000000	3000000	HC04_D06	2000000	3000000	443837	444018
HC04_A06	2000000	3000000	HC04_D06	3000000	4000000	136509	121513
HC04_A06	2000000	3000000	HC04_D07	7000000	8000000	12083	11947
HC04_A06	20000000	21000000	HC04_D05	56000000	57000000	11883	22979
HC04_A06	20000000	21000000	HC04_D06	15000000	16000000	263863	281008
HC04_A06	21000000	22000000	HC04_D06	15000000	16000000	70024	68836
HC04_A06	21000000	22000000	HC04_D06	19000000	20000000	82991	74556
HC04_A06	22000000	23000000	HC04_D06	18000000	19000000	41495	38034
HC04_A06	22000000	23000000	HC04_D06	19000000	20000000	160748	110258
HC04_A06	22000000	23000000	HC04_D09	27000000	28000000	15606	19923
HC04_A06	23000000	24000000	HC04_D06	18000000	19000000	139159	140600
HC04_A06	23000000	24000000	HC04_D07	11000000	12000000	8075	6700
HC04_A06	23000000	24000000	HC04_D07	40000000	41000000	26766	12897
HC04_A06	24000000	25000000	HC04_D06	18000000	19000000	8484	9558
HC04_A06	28000000	29000000	HC04_D06	18000000	19000000	230906	181908
HC04_A06	29000000	30000000	HC04_D06	18000000	19000000	82762	80937
HC04_A06	3000000	4000000	HC04_D01	21000000	22000000	10887	10533
HC04_A06	3000000	4000000	HC04_D01	5000000	6000000	12325	13110
HC04_A06	3000000	4000000	HC04_D02	59000000	60000000	10937	10033
HC04_A06	3000000	4000000	HC04_D06	3000000	4000000	667485	641862
HC04_A06	3000000	4000000	HC04_D06	4000000	5000000	85018	86739
HC04_A06	3000000	4000000	HC04_D09	28000000	29000000	10933	10126
HC04_A06	3000000	4000000	HC04_D09	29000000	30000000	10933	10126
HC04_A06	3000000	4000000	HC04_D09	51000000	52000000	12344	13189
HC04_A06	3000000	4000000	HC04_D10	50000000	51000000	9413	9282
HC04_A06	3000000	4000000	HC04_D11	11000000	12000000	10933	12612
HC04_A06	3000000	4000000	HC04_D11	16000000	17000000	21828	23655
HC04_A06	3000000	4000000	HC04_D11	8000000	9000000	9264	8528
HC04_A06	3000000	4000000	HC04_D12	51000000	52000000	10887	10346
HC04_A06	30000000	31000000	HC04_D06	28000000	29000000	5819	8267
HC04_A06	31000000	32000000	HC04_D01	26000000	27000000	21321	21789
HC04_A06	31000000	32000000	HC04_D06	22000000	23000000	26524	23520
HC04_A06	32000000	33000000	HC04_D06	22000000	23000000	234121	210998
HC04_A06	33000000	34000000	HC04_D06	22000000	23000000	184664	156792
HC04_A06	34000000	35000000	HC04_D02	54000000	55000000	11609	12140
HC04_A06	34000000	35000000	HC04_D05	56000000	57000000	11875	12035
HC04_A06	34000000	35000000	HC04_D06	8000000	9000000	12181	14828
HC04_A06	34000000	35000000	HC04_D07	26000000	27000000	11461	12216
HC04_A06	34000000	35000000	HC04_D09	38000000	39000000	10130	14974
HC04_A06	34000000	35000000	HC04_D10	48000000	49000000	9011	12023
HC04_A06	34000000	35000000	HC04_D11	17000000	18000000	9771	13551
HC04_A06	34000000	35000000	HC04_D11	3000000	4000000	11877	11239
HC04_A06	34000000	35000000	HC04_D11	5000000	6000000	11775	11010
HC04_A06	34000000	35000000	HC04_D12	38000000	39000000	12200	14197
HC04_A06	34000000	35000000	HC04_D13	45000000	46000000	11777	12089
HC04_A06	34000000	35000000	HC04_D13	8000000	9000000	11875	14282
HC04_A06	36000000	37000000	HC04_D06	24000000	25000000	132019	132982
HC04_A06	37000000	38000000	HC04_D06	15000000	16000000	37125	27189
HC04_A06	37000000	38000000	HC04_D06	24000000	25000000	77208	67556
HC04_A06	37000000	38000000	HC04_D09	26000000	27000000	5808	5368
HC04_A06	38000000	39000000	HC04_D01	0	1000000	5068	5030
HC04_A06	38000000	39000000	HC04_D02	3000000	4000000	5108	5032
HC04_A06	38000000	39000000	HC04_D05	57000000	58000000	5106	5055
HC04_A06	38000000	39000000	HC04_D06	15000000	16000000	100398	89782
HC04_A06	4000000	5000000	HC04_D02	70000000	71000000	9204	9202
HC04_A06	4000000	5000000	HC04_D06	4000000	5000000	379910	388026
HC04_A06	4000000	5000000	HC04_D06	5000000	6000000	58437	52122
HC04_A06	4000000	5000000	HC04_D12	57000000	58000000	12239	12236
HC04_A06	41000000	42000000	HC04_D06	20000000	21000000	177954	188799
HC04_A06	42000000	43000000	HC04_D06	20000000	21000000	114175	103868
HC04_A06	42000000	43000000	HC04_D11	56000000	57000000	9539	7772
HC04_A06	43000000	44000000	HC04_D06	20000000	21000000	109026	105992
HC04_A06	44000000	45000000	HC04_D06	19000000	20000000	20451	21387
HC04_A06	44000000	45000000	HC04_D06	20000000	21000000	43365	41169
HC04_A06	45000000	46000000	HC04_D06	19000000	20000000	130025	95453
HC04_A06	46000000	47000000	HC04_D06	19000000	20000000	35730	34873
HC04_A06	46000000	47000000	HC04_D06	24000000	25000000	61045	69558
HC04_A06	46000000	47000000	HC04_D12	28000000	29000000	9021	13216
HC04_A06	47000000	48000000	HC04_D06	24000000	25000000	66863	72038
HC04_A06	47000000	48000000	HC04_D06	25000000	26000000	59077	62747
HC04_A06	48000000	49000000	HC04_D02	49000000	50000000	20574	15701
HC04_A06	48000000	49000000	HC04_D06	25000000	26000000	153672	119693
HC04_A06	48000000	49000000	HC04_D11	4000000	5000000	12343	8566
HC04_A06	5000000	6000000	HC04_D06	5000000	6000000	419321	396624
HC04_A06	5000000	6000000	HC04_D06	6000000	7000000	42129	40603
HC04_A06	50000000	51000000	HC04_D06	26000000	27000000	91901	72565
HC04_A06	53000000	54000000	HC04_D06	39000000	40000000	55450	42832
HC04_A06	6000000	7000000	HC04_D06	5000000	6000000	96973	86080
HC04_A06	6000000	7000000	HC04_D06	6000000	7000000	497655	538232
HC04_A06	6000000	7000000	HC04_D07	7000000	8000000	5641	5587
HC04_A06	61000000	62000000	HC04_D06	35000000	36000000	39584	45805
HC04_A06	61000000	62000000	HC04_D06	36000000	37000000	53666	62095
HC04_A06	7000000	8000000	HC04_D06	6000000	7000000	141916	106760
HC04_A06	7000000	8000000	HC04_D06	7000000	8000000	449244	417291
HC04_A06	72000000	73000000	HC04_D06	30000000	31000000	17972	23665
HC04_A06	72000000	73000000	HC04_D07	17000000	18000000	23909	25086
HC04_A06	72000000	73000000	HC04_D12	18000000	19000000	13847	16945
HC04_A06	72000000	73000000	HC04_D12	19000000	20000000	22870	23365
HC04_A06	76000000	77000000	HC04_D06	27000000	28000000	154024	152592
HC04_A06	76000000	77000000	HC04_D06	29000000	30000000	10875	10066
HC04_A06	8000000	9000000	HC04_D06	7000000	8000000	183663	204381
HC04_A06	8000000	9000000	HC04_D06	8000000	9000000	276985	266460
HC04_A06	81000000	82000000	HC04_D06	28000000	29000000	94906	88825
HC04_A06	84000000	85000000	HC04_D06	19000000	20000000	8972	13757
HC04_A06	84000000	85000000	HC04_D06	38000000	39000000	165495	145225
HC04_A06	84000000	85000000	HC04_D06	39000000	40000000	60956	44800
HC04_A06	88000000	89000000	HC04_D06	42000000	43000000	304802	285868
HC04_A06	9000000	10000000	HC04_D06	8000000	9000000	361300	340160
HC04_A06	9000000	10000000	HC04_D06	9000000	10000000	174071	181706
HC04_A06	9000000	10000000	HC04_D09	51000000	52000000	13672	5008
HC04_A06	93000000	94000000	HC04_D11	46000000	47000000	6862	8987
HC04_A06	93000000	94000000	HC04_D12	6000000	7000000	6667	6711
HC04_A06	94000000	95000000	HC04_D13	43000000	44000000	7974	8035
HC04_A06	98000000	99000000	HC04_D06	48000000	49000000	276872	239215
HC04_A06	99000000	100000000	HC04_D06	48000000	49000000	331889	276253
HC04_A06	99000000	100000000	HC04_D12	44000000	45000000	20401	19772
HC04_A07	0	1000000	HC04_D02	5000000	6000000	8203	7834
HC04_A07	0	1000000	HC04_D03	10000000	11000000	7711	7684
HC04_A07	0	1000000	HC04_D03	11000000	12000000	6578	7287
HC04_A07	0	1000000	HC04_D03	13000000	14000000	8411	8678
HC04_A07	0	1000000	HC04_D05	12000000	13000000	7318	7144
HC04_A07	0	1000000	HC04_D05	21000000	22000000	5913	6676
HC04_A07	0	1000000	HC04_D05	7000000	8000000	8411	8693
HC04_A07	0	1000000	HC04_D06	59000000	60000000	8411	8690
HC04_A07	0	1000000	HC04_D07	59000000	60000000	296472	303704
HC04_A07	0	1000000	HC04_D08	15000000	16000000	7715	8439
HC04_A07	0	1000000	HC04_D08	16000000	17000000	5913	6688
HC04_A07	0	1000000	HC04_D08	18000000	19000000	10430	10447
HC04_A07	0	1000000	HC04_D09	38000000	39000000	7711	7689
HC04_A07	0	1000000	HC04_D12	41000000	42000000	7715	7291
HC04_A07	0	1000000	HC04_D13	45000000	46000000	7033	7277
HC04_A07	1000000	2000000	HC04_D07	58000000	59000000	327771	331628
HC04_A07	1000000	2000000	HC04_D07	59000000	60000000	809628	798976
HC04_A07	10000000	11000000	HC04_D02	6000000	7000000	9987	11434
HC04_A07	10000000	11000000	HC04_D05	58000000	59000000	9140	10616
HC04_A07	10000000	11000000	HC04_D07	3000000	4000000	35215	34403
HC04_A07	10000000	11000000	HC04_D07	51000000	52000000	652472	635926
HC04_A07	10000000	11000000	HC04_D07	58000000	59000000	13039	12969
HC04_A07	10000000	11000000	HC04_D13	58000000	59000000	13034	16258
HC04_A07	11000000	12000000	HC04_D07	51000000	52000000	45947	34613
HC04_A07	12000000	13000000	HC04_D05	15000000	16000000	10006	6165
HC04_A07	12000000	13000000	HC04_D07	12000000	13000000	8366	7835
HC04_A07	14000000	15000000	HC04_D07	48000000	49000000	132403	141431
HC04_A07	15000000	16000000	HC04_D02	25000000	26000000	5186	9171
HC04_A07	15000000	16000000	HC04_D02	65000000	66000000	7208	6629
HC04_A07	15000000	16000000	HC04_D07	12000000	13000000	5934	5908
HC04_A07	15000000	16000000	HC04_D07	48000000	49000000	468237	444258
HC04_A07	15000000	16000000	HC04_D08	54000000	55000000	7587	13431
HC04_A07	15000000	16000000	HC04_D11	17000000	18000000	5287	9562
HC04_A07	15000000	16000000	HC04_D11	51000000	52000000	7444	6395
HC04_A07	15000000	16000000	HC04_D12	53000000	54000000	7209	8350
HC04_A07	16000000	17000000	HC04_D05	16000000	17000000	7305	5842
HC04_A07	16000000	17000000	HC04_D06	27000000	28000000	7577	5357
HC04_A07	16000000	17000000	HC04_D07	48000000	49000000	52610	49687
HC04_A07	17000000	18000000	HC04_D02	15000000	16000000	9355	10960
HC04_A07	17000000	18000000	HC04_D04	54000000	55000000	15662	7710
HC04_A07	17000000	18000000	HC04_D05	64000000	65000000	16097	9228
HC04_A07	17000000	18000000	HC04_D07	46000000	47000000	217367	200305
HC04_A07	17000000	18000000	HC04_D09	33000000	34000000	6621	5832
HC04_A07	17000000	18000000	HC04_D11	2000000	3000000	9734	5207
HC04_A07	17000000	18000000	HC04_D12	31000000	32000000	14600	6982
HC04_A07	19000000	20000000	HC04_D01	54000000	55000000	5506	5508
HC04_A07	19000000	20000000	HC04_D02	63000000	64000000	5420	5085
HC04_A07	19000000	20000000	HC04_D04	56000000	57000000	5395	5403
HC04_A07	19000000	20000000	HC04_D07	45000000	46000000	624780	581768
HC04_A07	19000000	20000000	HC04_D08	0	1000000	5420	5096
HC04_A07	19000000	20000000	HC04_D08	6000000	7000000	5477	9803
HC04_A07	19000000	20000000	HC04_D09	38000000	39000000	5395	5383
HC04_A07	19000000	20000000	HC04_D11	69000000	70000000	10870	10545
HC04_A07	19000000	20000000	HC04_D11	72000000	73000000	5449	5453
HC04_A07	2000000	3000000	HC04_D07	57000000	58000000	289681	282779
HC04_A07	2000000	3000000	HC04_D07	58000000	59000000	602316	600181
HC04_A07	2000000	3000000	HC04_D09	44000000	45000000	8690	10267
HC04_A07	2000000	3000000	HC04_D11	17000000	18000000	8963	9794
HC04_A07	21000000	22000000	HC04_D02	70000000	71000000	9260	8989
HC04_A07	21000000	22000000	HC04_D03	12000000	13000000	8817	7807
HC04_A07	21000000	22000000	HC04_D07	43000000	44000000	282986	245478
HC04_A07	21000000	22000000	HC04_D07	44000000	45000000	191006	183247
HC04_A07	21000000	22000000	HC04_D12	57000000	58000000	12311	12030
HC04_A07	22000000	23000000	HC04_D02	70000000	71000000	9260	8989
HC04_A07	22000000	23000000	HC04_D07	42000000	43000000	97396	92280
HC04_A07	22000000	23000000	HC04_D07	43000000	44000000	449049	403867
HC04_A07	22000000	23000000	HC04_D12	57000000	58000000	12311	12030
HC04_A07	23000000	24000000	HC04_D07	42000000	43000000	495164	492041
HC04_A07	24000000	25000000	HC04_D07	41000000	42000000	428265	434326
HC04_A07	24000000	25000000	HC04_D07	42000000	43000000	123759	121633
HC04_A07	25000000	26000000	HC04_D02	7000000	8000000	5201	5247
HC04_A07	25000000	26000000	HC04_D07	40000000	41000000	107188	110762
HC04_A07	25000000	26000000	HC04_D07	41000000	42000000	279959	246146
HC04_A07	25000000	26000000	HC04_D10	54000000	55000000	8493	11670
HC04_A07	25000000	26000000	HC04_D12	11000000	12000000	11497	13295
HC04_A07	26000000	27000000	HC04_D07	40000000	41000000	517265	442047
HC04_A07	27000000	28000000	HC04_D01	31000000	32000000	9675	10380
HC04_A07	27000000	28000000	HC04_D07	39000000	40000000	439249	450741
HC04_A07	27000000	28000000	HC04_D07	40000000	41000000	169161	158312
HC04_A07	28000000	29000000	HC04_D07	11000000	12000000	10465	7282
HC04_A07	28000000	29000000	HC04_D07	39000000	40000000	241708	240506
HC04_A07	3000000	4000000	HC04_D06	6000000	7000000	16316	18310
HC04_A07	3000000	4000000	HC04_D07	56000000	57000000	183578	159814
HC04_A07	3000000	4000000	HC04_D07	57000000	58000000	680202	669863
HC04_A07	30000000	31000000	HC04_D05	16000000	17000000	5192	7576
HC04_A07	30000000	31000000	HC04_D05	3000000	4000000	5191	5220
HC04_A07	30000000	31000000	HC04_D07	37000000	38000000	420932	401500
HC04_A07	34000000	35000000	HC04_D02	50000000	51000000	5922	6700
HC04_A07	34000000	35000000	HC04_D06	18000000	19000000	7785	21340
HC04_A07	34000000	35000000	HC04_D13	37000000	38000000	7030	9477
HC04_A07	35000000	36000000	HC04_D02	61000000	62000000	19910	19707
HC04_A07	35000000	36000000	HC04_D08	62000000	63000000	10623	9260
HC04_A07	37000000	38000000	HC04_D01	58000000	59000000	5620	6283
HC04_A07	37000000	38000000	HC04_D08	64000000	65000000	16647	16340
HC04_A07	38000000	39000000	HC04_D06	37000000	38000000	7466	7334
HC04_A07	38000000	39000000	HC04_D07	32000000	33000000	143371	152901
HC04_A07	39000000	40000000	HC04_D07	32000000	33000000	177743	150830
HC04_A07	4000000	5000000	HC04_D07	56000000	57000000	710596	705575
HC04_A07	40000000	41000000	HC04_D07	31000000	32000000	226227	234367
HC04_A07	40000000	41000000	HC04_D07	32000000	33000000	223515	209277
HC04_A07	41000000	42000000	HC04_D07	31000000	32000000	327896	334149
HC04_A07	42000000	43000000	HC04_D07	30000000	31000000	278544	261243
HC04_A07	42000000	43000000	HC04_D07	31000000	32000000	52178	40133
HC04_A07	43000000	44000000	HC04_D07	29000000	30000000	98904	93468
HC04_A07	43000000	44000000	HC04_D07	30000000	31000000	119311	121946
HC04_A07	43000000	44000000	HC04_D11	9000000	10000000	10698	17542
HC04_A07	44000000	45000000	HC04_D07	28000000	29000000	72938	52818
HC04_A07	44000000	45000000	HC04_D07	29000000	30000000	287026	261476
HC04_A07	46000000	47000000	HC04_D07	28000000	29000000	183862	159396
HC04_A07	47000000	48000000	HC04_D07	26000000	27000000	22094	18801
HC04_A07	47000000	48000000	HC04_D07	27000000	28000000	35235	40995
HC04_A07	48000000	49000000	HC04_D07	26000000	27000000	52720	46813
HC04_A07	48000000	49000000	HC04_D07	27000000	28000000	72471	69159
HC04_A07	49000000	50000000	HC04_D07	26000000	27000000	345642	346842
HC04_A07	5000000	6000000	HC04_D09	5000000	6000000	5005	8510
HC04_A07	50000000	51000000	HC04_D07	25000000	26000000	115392	110272
HC04_A07	50000000	51000000	HC04_D07	26000000	27000000	110954	111324
HC04_A07	51000000	52000000	HC04_D07	25000000	26000000	316604	291779
HC04_A07	51000000	52000000	HC04_D12	30000000	31000000	16264	19332
HC04_A07	52000000	53000000	HC04_D07	25000000	26000000	63618	59204
HC04_A07	52000000	53000000	HC04_D13	37000000	38000000	8265	9785
HC04_A07	53000000	54000000	HC04_D06	52000000	53000000	11988	7689
HC04_A07	54000000	55000000	HC04_D01	26000000	27000000	11314	11316
HC04_A07	54000000	55000000	HC04_D03	27000000	28000000	5832	5815
HC04_A07	54000000	55000000	HC04_D06	33000000	34000000	5832	5812
HC04_A07	54000000	55000000	HC04_D07	21000000	22000000	23681	25091
HC04_A07	54000000	55000000	HC04_D08	39000000	40000000	6116	6044
HC04_A07	54000000	55000000	HC04_D09	22000000	23000000	5665	10990
HC04_A07	55000000	56000000	HC04_D07	21000000	22000000	73994	55569
HC04_A07	55000000	56000000	HC04_D08	26000000	27000000	7312	8796
HC04_A07	56000000	57000000	HC04_D07	21000000	22000000	374979	342655
HC04_A07	57000000	58000000	HC04_D07	20000000	21000000	165152	144958
HC04_A07	57000000	58000000	HC04_D07	21000000	22000000	30039	29607
HC04_A07	58000000	59000000	HC04_D07	23000000	24000000	26630	23306
HC04_A07	60000000	61000000	HC04_D07	15000000	16000000	46263	40201
HC04_A07	61000000	62000000	HC04_D13	29000000	30000000	13961	7759
HC04_A07	61000000	62000000	HC04_D13	30000000	31000000	13961	7759
HC04_A07	63000000	64000000	HC04_D07	23000000	24000000	95078	79203
HC04_A07	64000000	65000000	HC04_D01	0	1000000	8805	7917
HC04_A07	64000000	65000000	HC04_D05	57000000	58000000	6954	5685
HC04_A07	64000000	65000000	HC04_D07	20000000	21000000	26001	23121
HC04_A07	64000000	65000000	HC04_D07	23000000	24000000	199568	188072
HC04_A07	64000000	65000000	HC04_D09	38000000	39000000	6001	12168
HC04_A07	65000000	66000000	HC04_D07	20000000	21000000	55394	58749
HC04_A07	66000000	67000000	HC04_D07	20000000	21000000	128972	140990
HC04_A07	66000000	67000000	HC04_D09	24000000	25000000	9461	9909
HC04_A07	67000000	68000000	HC04_D01	23000000	24000000	9939	8873
HC04_A07	67000000	68000000	HC04_D07	19000000	20000000	103170	80128
HC04_A07	67000000	68000000	HC04_D07	20000000	21000000	75342	84622
HC04_A07	7000000	8000000	HC04_D07	53000000	54000000	429496	415568
HC04_A07	7000000	8000000	HC04_D07	54000000	55000000	190878	166785
HC04_A07	72000000	73000000	HC04_D07	19000000	20000000	91030	95459
HC04_A07	74000000	75000000	HC04_D07	19000000	20000000	112661	114676
HC04_A07	75000000	76000000	HC04_D07	23000000	24000000	100080	104216
