Chr	Start	End	Ghlatifolium	Ghmariegalante	Ghmorrilli	Ghpalmeri	Ghpunctatum	Ghpurpurascen	Ghrichmondi	Ghyucatanense	windowClass
HC04_A10	0	1000000	22	1	0	0	1	0	8	0	At_conserved
HC04_A10	1000000	2000000	11	5	1	0	1	0	0	0	At_conserved
HC04_A10	2000000	3000000	0	4	0	15	2	0	1	0	At_conserved
HC04_A10	3000000	4000000	18	0	0	0	0	1	0	0	At_conserved
HC04_A10	4000000	5000000	1	4	0	12	0	0	8	0	At_conserved
HC04_A10	6000000	7000000	0	0	2	0	2	0	3	7	At_conserved
HC04_A10	7000000	8000000	1	0	0	4	0	0	2	29	At_conserved
HC04_A10	13000000	14000000	3	0	0	1	1	1	0	0	At_conserved
HC04_A10	16000000	17000000	0	0	0	0	3	0	0	0	At_conserved
HC04_A10	21000000	22000000	0	0	2	9	0	0	9	0	At_conserved
HC04_A10	23000000	24000000	0	1	1	0	0	12	0	5	At_conserved
HC04_A10	24000000	25000000	0	6	0	0	0	8	0	0	At_conserved
HC04_A10	25000000	26000000	1	4	0	0	0	7	2	0	At_conserved
HC04_A10	30000000	31000000	0	0	0	0	0	10	0	0	At_conserved
HC04_A10	34000000	35000000	0	0	0	0	0	8	0	0	At_conserved
HC04_A10	35000000	36000000	0	0	12	0	0	0	0	0	At_conserved
HC04_A10	70000000	71000000	0	1	0	0	0	0	0	1	At_conserved
HC04_A10	71000000	72000000	4	0	0	0	0	1	8	0	At_conserved
HC04_A10	72000000	73000000	10	0	0	0	3	1	0	0	At_conserved
HC04_A10	74000000	75000000	13	0	0	0	3	0	1	0	At_conserved
HC04_A10	82000000	83000000	0	0	4	0	0	0	0	1	At_conserved
HC04_A10	85000000	86000000	0	0	0	0	0	0	0	5	At_conserved
HC04_A10	86000000	87000000	0	22	0	1	2	0	0	0	At_conserved
HC04_A10	92000000	93000000	1	0	0	0	0	0	0	0	At_conserved
HC04_A10	99000000	100000000	0	0	0	0	1	0	0	0	At_conserved
HC04_A10	102000000	103000000	15	0	0	1	2	0	2	9	At_conserved
HC04_A10	103000000	104000000	0	0	1	0	0	0	0	13	At_conserved
HC04_A10	104000000	105000000	0	0	0	1	0	0	0	0	At_conserved
HC04_A10	106000000	107000000	14	3	0	0	0	0	0	0	At_conserved
HC04_A10	107000000	108000000	0	0	16	0	0	1	0	0	At_conserved
HC04_A10	108000000	109000000	0	0	0	27	2	0	1	0	At_conserved
HC04_A10	110000000	111000000	0	6	0	0	0	14	0	0	At_conserved
HC04_A10	112000000	113000000	14	3	8	0	1	4	4	0	At_conserved
HC04_A10	113000000	114000000	3	4	1	0	13	0	8	1	At_conserved
HC04_A10	114000000	115000000	4	0	0	0	13	0	6	0	At_conserved
HC04_A10	115000000	116000000	2	0	2	13	1	1	1	1	At_conserved
HC04_A10	116000000	117000000	11	2	0	8	4	0	4	1	At_conserved
HC04_A11	0	1000000	1	3	0	2	13	0	5	0	At_conserved
HC04_A11	2000000	3000000	1	0	1	0	0	0	0	0	At_conserved
HC04_A11	3000000	4000000	0	0	2	26	0	0	0	0	At_conserved
HC04_A11	4000000	5000000	5	0	0	27	0	0	0	0	At_conserved
HC04_A11	5000000	6000000	0	0	0	22	1	4	1	1	At_conserved
HC04_A11	6000000	7000000	0	0	0	2	3	0	6	0	At_conserved
HC04_A11	7000000	8000000	0	3	1	0	0	0	13	0	At_conserved
HC04_A11	9000000	10000000	5	8	0	14	3	0	0	0	At_conserved
HC04_A11	10000000	11000000	0	4	0	0	0	0	0	0	At_conserved
HC04_A11	12000000	13000000	23	0	0	0	0	0	0	0	At_conserved
HC04_A11	15000000	16000000	0	0	0	1	0	0	0	0	At_conserved
HC04_A11	17000000	18000000	0	0	0	0	27	0	8	0	At_conserved
HC04_A11	18000000	19000000	2	0	0	18	0	0	2	0	At_conserved
HC04_A11	20000000	21000000	0	9	0	0	0	0	0	0	At_conserved
HC04_A11	21000000	22000000	0	0	0	0	0	0	0	30	At_conserved
HC04_A11	22000000	23000000	1	4	0	0	0	0	0	29	At_conserved
HC04_A11	23000000	24000000	6	0	0	0	0	0	0	0	At_conserved
HC04_A11	25000000	26000000	4	1	0	0	0	0	0	0	At_conserved
HC04_A11	26000000	27000000	0	2	1	0	0	0	0	0	At_conserved
HC04_A11	42000000	43000000	0	0	1	0	0	0	0	0	At_conserved
HC04_A11	46000000	47000000	0	0	0	0	0	0	3	0	At_conserved
HC04_A11	48000000	49000000	0	0	0	0	3	0	0	0	At_conserved
HC04_A11	49000000	50000000	0	0	0	0	2	0	0	1	At_conserved
HC04_A11	54000000	55000000	0	0	0	0	2	0	0	0	At_conserved
HC04_A11	68000000	69000000	0	0	0	0	0	0	0	1	At_conserved
HC04_A11	84000000	85000000	1	0	0	0	0	0	0	0	At_conserved
HC04_A11	85000000	86000000	0	0	0	1	0	0	0	0	At_conserved
HC04_A11	86000000	87000000	0	0	0	0	0	0	0	1	At_conserved
HC04_A11	88000000	89000000	0	0	0	0	0	0	0	1	At_conserved
HC04_A11	91000000	92000000	0	0	0	0	2	0	2	1	At_conserved
HC04_A11	93000000	94000000	0	1	0	13	0	0	3	0	At_conserved
HC04_A11	95000000	96000000	0	0	0	0	0	0	17	0	At_conserved
HC04_A11	99000000	100000000	0	0	0	3	0	0	0	0	At_conserved
HC04_A11	106000000	107000000	0	0	0	0	0	0	0	5	At_conserved
HC04_A11	108000000	109000000	0	0	0	0	0	0	5	0	At_conserved
HC04_A11	109000000	110000000	0	0	3	0	0	0	0	0	At_conserved
HC04_A11	111000000	112000000	0	2	0	0	0	0	2	1	At_conserved
HC04_A11	112000000	113000000	0	0	0	0	0	0	0	25	At_conserved
HC04_A11	113000000	114000000	0	3	0	33	0	0	0	0	At_conserved
HC04_A11	114000000	115000000	1	1	1	0	10	0	0	0	At_conserved
HC04_A11	115000000	116000000	0	9	9	0	2	0	2	2	At_conserved
HC04_A11	116000000	117000000	18	17	0	0	0	0	0	1	At_conserved
HC04_A11	117000000	118000000	1	2	1	1	0	0	0	0	At_conserved
HC04_A11	118000000	119000000	0	0	0	0	0	0	0	3	At_conserved
HC04_A11	119000000	120000000	19	3	0	0	2	1	1	0	At_conserved
HC04_A11	120000000	121000000	14	8	0	3	0	0	0	0	At_conserved
HC04_A11	121000000	122000000	16	0	10	0	0	1	4	0	At_conserved
HC04_A11	123000000	124000000	25	0	0	5	6	0	0	0	At_conserved
HC04_A12	0	1000000	4	0	0	0	28	1	0	0	At_conserved
HC04_A12	1000000	2000000	2	0	0	0	17	0	0	0	At_conserved
HC04_A12	2000000	3000000	1	0	0	0	2	0	0	3	At_conserved
HC04_A12	3000000	4000000	0	3	2	0	0	0	0	0	At_conserved
HC04_A12	5000000	6000000	0	0	4	0	0	0	0	0	At_conserved
HC04_A12	6000000	7000000	7	0	0	2	0	0	0	19	At_conserved
HC04_A12	8000000	9000000	3	1	2	0	0	0	8	0	At_conserved
HC04_A12	12000000	13000000	0	0	0	0	0	1	0	0	At_conserved
HC04_A12	13000000	14000000	2	0	0	0	0	0	0	18	At_conserved
HC04_A12	15000000	16000000	0	0	0	0	2	0	0	0	At_conserved
HC04_A12	72000000	73000000	9	0	0	0	0	9	0	0	At_conserved
HC04_A12	79000000	80000000	0	2	0	0	0	0	0	0	At_conserved
HC04_A12	81000000	82000000	0	3	0	0	0	0	0	0	At_conserved
HC04_A12	84000000	85000000	18	0	0	0	0	0	0	0	At_conserved
HC04_A12	86000000	87000000	0	5	0	0	0	0	0	0	At_conserved
HC04_A12	87000000	88000000	10	16	0	0	4	0	0	0	At_conserved
HC04_A12	89000000	90000000	0	1	0	0	5	0	6	3	At_conserved
HC04_A12	91000000	92000000	2	0	0	1	0	0	0	0	At_conserved
HC04_A12	92000000	93000000	8	0	0	3	15	0	0	1	At_conserved
HC04_A12	94000000	95000000	3	0	0	9	0	0	0	1	At_conserved
HC04_A12	96000000	97000000	6	0	5	0	0	0	1	0	At_conserved
HC04_A12	98000000	99000000	12	0	0	3	0	0	7	0	At_conserved
HC04_A12	99000000	100000000	13	0	1	9	0	0	5	0	At_conserved
HC04_A12	100000000	101000000	0	0	2	0	0	0	0	0	At_conserved
HC04_A12	102000000	103000000	4	0	0	0	0	0	0	0	At_conserved
HC04_A12	103000000	104000000	5	0	0	0	0	0	0	0	At_conserved
HC04_A12	105000000	106000000	0	7	0	0	2	1	9	1	At_conserved
HC04_A12	106000000	107000000	0	0	0	5	0	0	0	0	At_conserved
HC04_A12	108000000	109000000	10	17	0	3	0	0	0	0	At_conserved
HC04_A13	0	1000000	2	0	0	0	0	0	0	19	At_conserved
HC04_A13	1000000	2000000	1	1	0	0	0	0	3	0	At_conserved
HC04_A13	3000000	4000000	1	11	0	0	5	3	0	3	At_conserved
HC04_A13	4000000	5000000	3	0	1	0	1	0	9	0	At_conserved
HC04_A13	5000000	6000000	0	1	0	10	3	0	3	0	At_conserved
HC04_A13	6000000	7000000	0	10	0	1	0	0	0	8	At_conserved
HC04_A13	13000000	14000000	2	12	0	0	2	0	0	0	At_conserved
HC04_A13	15000000	16000000	0	2	0	12	7	0	8	0	At_conserved
HC04_A13	23000000	24000000	0	0	0	0	0	1	0	0	At_conserved
HC04_A13	56000000	57000000	0	0	0	0	0	0	0	16	At_conserved
HC04_A13	64000000	65000000	1	0	0	0	2	0	0	13	At_conserved
HC04_A13	66000000	67000000	2	0	0	0	14	0	0	0	At_conserved
HC04_A13	67000000	68000000	19	0	0	0	16	0	0	0	At_conserved
HC04_A13	69000000	70000000	19	0	0	0	12	0	0	0	At_conserved
HC04_A13	70000000	71000000	0	0	1	0	28	0	0	0	At_conserved
HC04_A13	72000000	73000000	0	0	0	0	21	0	8	0	At_conserved
HC04_A13	76000000	77000000	24	0	0	0	5	0	0	0	At_conserved
HC04_A13	79000000	80000000	0	0	0	19	8	0	0	0	At_conserved
HC04_A13	83000000	84000000	5	0	0	0	0	0	0	19	At_conserved
HC04_A13	86000000	87000000	0	0	0	0	21	0	0	0	At_conserved
HC04_A13	90000000	91000000	1	4	1	0	5	0	3	6	At_conserved
HC04_A13	91000000	92000000	8	0	0	0	1	0	0	0	At_conserved
HC04_A13	92000000	93000000	0	0	6	0	0	2	16	0	At_conserved
HC04_A13	93000000	94000000	0	0	0	1	0	0	0	0	At_conserved
HC04_A13	94000000	95000000	0	0	0	1	0	0	1	0	At_conserved
HC04_A13	97000000	98000000	0	10	0	2	8	0	0	0	At_conserved
HC04_A13	98000000	99000000	1	3	0	0	10	0	2	1	At_conserved
HC04_A13	99000000	100000000	1	0	0	0	1	0	2	10	At_conserved
HC04_A13	101000000	102000000	1	1	0	0	0	0	2	2	At_conserved
HC04_A13	102000000	103000000	0	2	0	0	0	0	0	1	At_conserved
HC04_A13	103000000	104000000	0	0	0	0	2	0	0	0	At_conserved
HC04_A13	104000000	105000000	1	4	0	0	4	0	0	0	At_conserved
HC04_A13	106000000	107000000	0	0	0	0	0	0	2	0	At_conserved
HC04_A13	107000000	108000000	7	0	0	20	0	3	0	0	At_conserved
HC04_A13	108000000	109000000	8	0	0	6	5	0	1	0	At_conserved
HC04_A13	110000000	111000000	24	0	2	6	0	1	0	0	At_conserved
HC04_A13	111000000	112000000	18	0	0	4	0	0	1	0	At_conserved
HC04_D01	1000000	2000000	3	1	0	0	0	0	0	1	Dt_conserved
HC04_D01	2000000	3000000	16	0	0	0	0	0	0	0	Dt_conserved
HC04_D01	3000000	4000000	1	2	0	0	0	0	1	0	Dt_conserved
HC04_D01	4000000	5000000	5	0	0	0	18	0	8	0	Dt_conserved
HC04_D01	5000000	6000000	30	0	0	0	1	0	0	0	Dt_conserved
HC04_D01	6000000	7000000	22	0	3	0	10	0	0	0	Dt_conserved
HC04_D01	7000000	8000000	10	0	0	0	15	0	2	8	Dt_conserved
HC04_D01	8000000	9000000	0	0	0	0	0	4	0	0	Dt_conserved
HC04_D01	16000000	17000000	9	0	0	0	0	0	0	0	Dt_conserved
HC04_D01	17000000	18000000	9	0	0	0	1	0	0	4	Dt_conserved
HC04_D01	18000000	19000000	9	1	0	0	2	0	0	2	Dt_conserved
HC04_D01	19000000	20000000	8	0	0	0	0	0	0	5	Dt_conserved
HC04_D01	20000000	21000000	0	0	0	0	0	0	7	0	Dt_conserved
HC04_D01	21000000	22000000	0	0	0	0	0	0	9	0	Dt_conserved
HC04_D01	22000000	23000000	0	0	0	0	0	0	9	0	Dt_conserved
HC04_D01	23000000	24000000	0	0	6	0	0	0	0	3	Dt_conserved
HC04_D01	24000000	25000000	0	0	0	0	0	0	1	8	Dt_conserved
HC04_D01	25000000	26000000	4	0	0	0	0	0	0	5	Dt_conserved
HC04_D01	27000000	28000000	9	0	0	0	0	0	0	0	Dt_conserved
HC04_D01	32000000	33000000	7	0	0	0	0	0	2	0	Dt_conserved
HC04_D01	35000000	36000000	0	0	0	0	0	0	0	15	Dt_conserved
HC04_D01	36000000	37000000	0	0	0	0	0	0	8	0	Dt_conserved
HC04_D01	37000000	38000000	8	0	0	0	0	0	0	0	Dt_conserved
HC04_D01	46000000	47000000	16	0	0	0	0	0	2	12	Dt_conserved
HC04_D01	47000000	48000000	0	2	0	0	0	0	0	0	Dt_conserved
HC04_D01	48000000	49000000	0	0	0	2	0	0	0	0	Dt_conserved
HC04_D01	49000000	50000000	0	0	0	2	0	0	0	0	Dt_conserved
HC04_D01	50000000	51000000	0	0	0	0	0	0	0	8	Dt_conserved
HC04_D01	52000000	53000000	0	1	0	0	0	0	0	0	Dt_conserved
HC04_D01	54000000	55000000	3	0	0	0	0	0	0	14	Dt_conserved
HC04_D01	55000000	56000000	0	0	0	0	0	0	1	1	Dt_conserved
HC04_D01	56000000	57000000	1	1	0	0	1	0	4	0	Dt_conserved
HC04_D01	57000000	58000000	0	4	0	0	2	0	0	0	Dt_conserved
HC04_D01	58000000	59000000	2	0	0	2	0	0	14	13	Dt_conserved
HC04_D01	59000000	60000000	7	0	0	1	0	0	2	6	Dt_conserved
HC04_D01	60000000	61000000	0	2	1	10	0	0	2	14	Dt_conserved
HC04_D01	61000000	62000000	0	15	11	0	0	3	0	7	Dt_conserved
HC04_D01	62000000	63000000	0	22	0	0	3	0	0	0	Dt_conserved
HC04_D01	63000000	64000000	4	0	0	7	5	5	3	3	Dt_conserved
HC04_D01	64000000	65000000	0	0	2	0	3	7	13	1	Dt_conserved
HC04_D02	0	1000000	0	0	9	21	1	0	0	1	Dt_conserved
HC04_D02	2000000	3000000	5	1	0	8	14	1	2	2	Dt_conserved
HC04_D02	3000000	4000000	0	10	0	10	0	0	1	1	Dt_conserved
HC04_D02	4000000	5000000	2	6	1	8	1	1	0	5	Dt_conserved
HC04_D02	5000000	6000000	5	0	0	12	0	0	2	0	Dt_conserved
HC04_D02	6000000	7000000	14	11	0	0	0	0	0	0	Dt_conserved
HC04_D02	7000000	8000000	10	0	0	0	2	0	24	0	Dt_conserved
HC04_D02	9000000	10000000	1	10	3	0	0	0	0	4	Dt_conserved
HC04_D02	10000000	11000000	10	0	0	6	0	0	0	0	Dt_conserved
HC04_D02	11000000	12000000	14	2	0	7	0	0	0	0	Dt_conserved
HC04_D02	13000000	14000000	0	0	0	0	5	0	0	0	Dt_conserved
HC04_D02	14000000	15000000	0	2	0	3	0	0	0	0	Dt_conserved
HC04_D02	15000000	16000000	0	0	5	0	0	0	0	0	Dt_conserved
HC04_D02	17000000	18000000	11	10	0	0	0	0	0	0	Dt_conserved
HC04_D02	18000000	19000000	0	14	0	0	1	6	0	0	Dt_conserved
HC04_D02	19000000	20000000	0	1	0	0	7	13	0	0	Dt_conserved
HC04_D02	20000000	21000000	0	7	0	0	11	2	0	1	Dt_conserved
HC04_D02	21000000	22000000	3	4	0	0	8	6	0	0	Dt_conserved
HC04_D02	22000000	23000000	4	4	0	1	9	3	0	0	Dt_conserved
HC04_D02	25000000	26000000	0	0	0	0	0	0	0	1	Dt_conserved
HC04_D02	26000000	27000000	0	0	1	0	0	0	0	0	Dt_conserved
HC04_D02	27000000	28000000	0	0	0	0	0	0	0	1	Dt_conserved
HC04_D02	29000000	30000000	6	1	1	0	0	0	0	0	Dt_conserved
HC04_D02	30000000	31000000	0	1	0	0	0	0	0	1	Dt_conserved
HC04_D02	42000000	43000000	0	0	9	0	0	0	0	0	Dt_conserved
HC04_D02	43000000	44000000	0	3	0	0	0	4	0	0	Dt_conserved
HC04_D02	49000000	50000000	0	0	0	0	0	3	5	0	Dt_conserved
HC04_D02	50000000	51000000	0	0	0	0	0	0	0	1	Dt_conserved
HC04_D02	51000000	52000000	0	0	0	0	2	0	0	13	Dt_conserved
HC04_D02	54000000	55000000	7	0	25	0	0	0	3	0	Dt_conserved
HC04_D02	55000000	56000000	0	28	0	0	0	5	2	0	Dt_conserved
HC04_D02	56000000	57000000	0	12	0	0	0	0	0	0	Dt_conserved
HC04_D02	58000000	59000000	15	0	0	5	0	0	0	0	Dt_conserved
HC04_D02	59000000	60000000	0	9	0	0	1	0	0	13	Dt_conserved
HC04_D02	60000000	61000000	0	0	0	0	0	0	3	0	Dt_conserved
HC04_D02	61000000	62000000	12	10	0	0	0	5	3	0	Dt_conserved
HC04_D02	62000000	63000000	11	0	0	10	1	2	3	1	Dt_conserved
HC04_D02	63000000	64000000	13	0	0	0	0	0	7	0	Dt_conserved
HC04_D02	64000000	65000000	15	2	0	1	0	0	0	0	Dt_conserved
HC04_D02	65000000	66000000	2	1	0	0	3	0	8	9	Dt_conserved
HC04_D02	66000000	67000000	3	0	0	0	0	0	8	8	Dt_conserved
HC04_D02	67000000	68000000	2	0	0	0	6	0	0	4	Dt_conserved
HC04_D02	68000000	69000000	9	10	4	1	1	0	0	0	Dt_conserved
HC04_D02	69000000	70000000	27	0	0	0	4	0	0	0	Dt_conserved
HC04_D02	70000000	71000000	16	1	1	0	0	8	1	0	Dt_conserved
HC04_D02	72000000	73000000	2	0	2	0	0	23	6	0	Dt_conserved
HC04_D03	0	1000000	1	3	0	0	1	0	0	1	Dt_conserved
HC04_D03	1000000	2000000	1	2	0	0	3	1	0	0	Dt_conserved
HC04_D03	2000000	3000000	4	0	0	25	2	4	0	0	Dt_conserved
HC04_D03	3000000	4000000	1	0	0	28	1	0	0	0	Dt_conserved
HC04_D03	4000000	5000000	15	1	4	9	0	0	0	0	Dt_conserved
HC04_D03	5000000	6000000	1	5	0	0	1	0	0	0	Dt_conserved
HC04_D03	6000000	7000000	3	15	0	0	0	0	0	0	Dt_conserved
HC04_D03	7000000	8000000	1	0	0	0	0	0	0	0	Dt_conserved
HC04_D03	8000000	9000000	5	0	0	0	2	0	4	0	Dt_conserved
HC04_D03	10000000	11000000	0	8	0	0	0	0	0	0	Dt_conserved
HC04_D03	11000000	12000000	2	0	0	0	0	0	1	0	Dt_conserved
HC04_D03	12000000	13000000	0	0	0	0	0	0	2	0	Dt_conserved
HC04_D03	13000000	14000000	0	0	4	0	0	0	0	0	Dt_conserved
HC04_D03	16000000	17000000	0	0	2	0	0	0	0	0	Dt_conserved
HC04_D03	19000000	20000000	0	9	0	0	0	0	0	0	Dt_conserved
HC04_D03	20000000	21000000	0	0	0	5	2	0	1	0	Dt_conserved
HC04_D03	21000000	22000000	3	0	2	0	0	0	0	0	Dt_conserved
HC04_D03	22000000	23000000	31	0	0	0	0	0	0	0	Dt_conserved
HC04_D03	26000000	27000000	0	1	0	0	0	0	0	0	Dt_conserved
HC04_D03	27000000	28000000	28	0	0	0	0	0	0	0	Dt_conserved
HC04_D03	48000000	49000000	0	0	0	0	0	0	0	3	Dt_conserved
HC04_D03	50000000	51000000	0	7	0	14	3	0	0	0	Dt_conserved
HC04_D03	51000000	52000000	1	6	1	4	1	0	5	1	Dt_conserved
HC04_D03	52000000	53000000	3	7	0	0	0	0	0	0	Dt_conserved
HC04_D03	53000000	54000000	2	0	0	1	4	0	7	0	Dt_conserved
HC04_D04	0	1000000	1	0	6	0	2	0	0	1	Dt_conserved
HC04_D04	2000000	3000000	11	0	0	0	0	0	0	4	Dt_conserved
HC04_D04	3000000	4000000	0	0	0	4	6	0	1	9	Dt_conserved
HC04_D04	4000000	5000000	6	1	5	0	1	0	9	3	Dt_conserved
HC04_D04	6000000	7000000	0	1	0	0	0	2	3	0	Dt_conserved
HC04_D04	7000000	8000000	1	0	0	0	0	4	0	0	Dt_conserved
HC04_D04	10000000	11000000	1	0	0	0	0	0	0	0	Dt_conserved
HC04_D04	11000000	12000000	0	0	0	0	0	9	0	9	Dt_conserved
HC04_D04	12000000	13000000	1	0	0	0	0	0	0	0	Dt_conserved
HC04_D04	13000000	14000000	1	1	0	0	10	1	0	1	Dt_conserved
HC04_D04	33000000	34000000	0	0	1	0	2	0	2	0	Dt_conserved
HC04_D04	46000000	47000000	0	0	1	0	0	0	0	0	Dt_conserved
HC04_D04	48000000	49000000	0	0	0	0	6	0	0	0	Dt_conserved
HC04_D04	50000000	51000000	0	1	0	0	0	0	0	0	Dt_conserved
HC04_D04	51000000	52000000	2	2	0	0	3	1	2	0	Dt_conserved
HC04_D04	52000000	53000000	0	0	1	0	1	0	0	2	Dt_conserved
HC04_D04	53000000	54000000	1	0	0	0	0	0	0	0	Dt_conserved
HC04_D04	54000000	55000000	10	4	2	5	1	0	0	1	Dt_conserved
HC04_D04	55000000	56000000	1	0	0	2	5	6	0	0	Dt_conserved
HC04_D04	56000000	57000000	0	0	0	0	0	9	0	0	Dt_conserved
HC04_D04	57000000	58000000	0	0	0	11	0	0	0	5	Dt_conserved
HC04_D04	58000000	59000000	0	16	1	0	0	0	1	2	Dt_conserved
HC04_D05	0	1000000	0	1	2	0	14	0	14	0	Dt_conserved
HC04_D05	1000000	2000000	0	3	0	0	0	0	0	0	Dt_conserved
HC04_D05	2000000	3000000	0	0	0	18	0	0	0	0	Dt_conserved
HC04_D05	3000000	4000000	0	0	0	0	0	0	1	0	Dt_conserved
HC04_D05	5000000	6000000	20	0	0	14	1	0	0	1	Dt_conserved
HC04_D05	6000000	7000000	4	2	0	4	6	0	2	0	Dt_conserved
HC04_D05	7000000	8000000	0	2	0	0	7	0	0	0	Dt_conserved
HC04_D05	8000000	9000000	0	0	5	2	0	0	0	0	Dt_conserved
HC04_D05	9000000	10000000	7	0	1	4	1	0	1	6	Dt_conserved
HC04_D05	10000000	11000000	0	0	3	0	0	0	5	0	Dt_conserved
HC04_D05	11000000	12000000	0	1	1	0	0	1	0	0	Dt_conserved
HC04_D05	12000000	13000000	7	0	0	5	2	2	0	3	Dt_conserved
HC04_D05	13000000	14000000	2	0	0	0	1	0	1	0	Dt_conserved
HC04_D05	15000000	16000000	1	0	1	12	2	0	3	0	Dt_conserved
HC04_D05	16000000	17000000	0	0	0	0	0	0	0	3	Dt_conserved
HC04_D05	17000000	18000000	2	0	0	15	0	0	4	2	Dt_conserved
HC04_D05	18000000	19000000	0	0	0	0	7	0	3	2	Dt_conserved
HC04_D05	19000000	20000000	3	2	0	6	10	0	4	6	Dt_conserved
HC04_D05	20000000	21000000	3	10	0	12	2	1	0	4	Dt_conserved
HC04_D05	21000000	22000000	3	0	0	0	2	0	2	0	Dt_conserved
HC04_D05	24000000	25000000	0	0	1	8	0	0	0	0	Dt_conserved
HC04_D05	25000000	26000000	2	0	0	0	6	0	0	1	Dt_conserved
HC04_D05	26000000	27000000	0	3	2	0	0	4	0	7	Dt_conserved
HC04_D05	27000000	28000000	0	1	0	30	2	0	0	0	Dt_conserved
HC04_D05	28000000	29000000	0	0	0	0	0	0	0	3	Dt_conserved
HC04_D05	29000000	30000000	0	1	0	0	0	0	0	0	Dt_conserved
HC04_D05	30000000	31000000	7	1	0	0	7	0	0	0	Dt_conserved
HC04_D05	31000000	32000000	1	0	25	0	1	0	0	0	Dt_conserved
HC04_D05	32000000	33000000	2	0	2	0	20	0	2	0	Dt_conserved
HC04_D05	33000000	34000000	0	1	0	0	0	0	1	0	Dt_conserved
HC04_D05	54000000	55000000	1	0	0	1	0	0	1	0	Dt_conserved
HC04_D05	55000000	56000000	0	1	0	14	1	0	3	0	Dt_conserved
HC04_D05	57000000	58000000	2	5	0	2	1	10	0	0	Dt_conserved
HC04_D05	58000000	59000000	20	0	0	0	0	0	0	0	Dt_conserved
HC04_D05	59000000	60000000	0	0	0	3	7	1	0	0	Dt_conserved
HC04_D05	60000000	61000000	15	5	0	0	8	0	1	0	Dt_conserved
HC04_D05	61000000	62000000	0	0	2	4	3	0	0	0	Dt_conserved
HC04_D05	62000000	63000000	0	0	0	0	3	0	2	0	Dt_conserved
HC04_D05	63000000	64000000	3	1	2	1	1	0	0	3	Dt_conserved
HC04_D05	64000000	65000000	2	2	0	0	15	1	1	4	Dt_conserved
HC04_D05	65000000	66000000	0	0	0	0	0	0	2	25	Dt_conserved
HC04_D05	66000000	67000000	0	0	9	0	13	0	0	0	Dt_conserved
HC04_D06	0	1000000	5	0	0	1	0	0	0	0	Dt_conserved
HC04_D06	1000000	2000000	1	0	0	1	0	0	0	0	Dt_conserved
HC04_D06	2000000	3000000	5	1	1	0	6	0	0	6	Dt_conserved
HC04_D06	3000000	4000000	0	0	0	28	1	0	0	0	Dt_conserved
HC04_D06	4000000	5000000	0	2	0	0	1	0	2	0	Dt_conserved
HC04_D06	5000000	6000000	7	0	0	4	1	0	3	0	Dt_conserved
HC04_D06	6000000	7000000	0	0	11	2	0	0	0	0	Dt_conserved
HC04_D06	7000000	8000000	1	1	0	17	0	2	0	0	Dt_conserved
HC04_D06	8000000	9000000	0	0	0	0	8	0	0	0	Dt_conserved
HC04_D06	9000000	10000000	11	0	0	0	0	0	0	0	Dt_conserved
HC04_D06	10000000	11000000	0	0	0	0	0	2	0	0	Dt_conserved
HC04_D06	11000000	12000000	0	0	0	5	0	0	4	0	Dt_conserved
HC04_D06	12000000	13000000	0	0	0	1	0	0	7	1	Dt_conserved
HC04_D06	13000000	14000000	0	0	0	0	8	0	0	1	Dt_conserved
HC04_D06	14000000	15000000	0	0	2	0	7	0	1	0	Dt_conserved
HC04_D06	15000000	16000000	0	0	0	0	0	0	1	0	Dt_conserved
HC04_D06	18000000	19000000	4	0	0	0	0	0	0	0	Dt_conserved
HC04_D06	19000000	20000000	4	0	0	0	0	0	0	0	Dt_conserved
HC04_D06	20000000	21000000	0	0	0	0	1	0	3	0	Dt_conserved
HC04_D06	22000000	23000000	0	0	0	1	0	0	0	0	Dt_conserved
HC04_D06	24000000	25000000	0	0	0	0	0	1	0	0	Dt_conserved
HC04_D06	25000000	26000000	3	0	0	3	1	0	0	0	Dt_conserved
HC04_D06	27000000	28000000	5	0	0	2	0	0	0	0	Dt_conserved
HC04_D06	28000000	29000000	7	0	0	0	0	0	0	0	Dt_conserved
HC04_D06	29000000	30000000	5	0	0	0	0	0	2	0	Dt_conserved
HC04_D06	32000000	33000000	0	0	0	2	0	0	1	4	Dt_conserved
HC04_D06	33000000	34000000	0	0	0	0	0	0	0	1	Dt_conserved
HC04_D06	34000000	35000000	7	0	0	0	0	0	0	0	Dt_conserved
HC04_D06	36000000	37000000	4	0	0	3	0	0	0	0	Dt_conserved
HC04_D06	37000000	38000000	0	0	0	0	3	0	0	4	Dt_conserved
HC04_D06	38000000	39000000	0	4	0	0	0	0	0	0	Dt_conserved
HC04_D06	39000000	40000000	0	1	0	0	3	0	0	0	Dt_conserved
HC04_D06	42000000	43000000	3	1	1	0	2	0	0	0	Dt_conserved
HC04_D06	48000000	49000000	0	1	0	0	0	0	0	0	Dt_conserved
HC04_D06	49000000	50000000	0	0	0	0	0	1	0	0	Dt_conserved
HC04_D06	50000000	51000000	0	0	0	0	0	1	0	0	Dt_conserved
HC04_D06	51000000	52000000	0	0	0	0	0	1	0	0	Dt_conserved
HC04_D06	52000000	53000000	0	6	0	0	0	0	0	0	Dt_conserved
